date,balance,MarketID,ProductID,CostCenterID,BusinessUnitID,ClientAccountID,GLAccountID
2015-11-28,6071,M2,P6,CC10,BU16,CA113,GL9
2015-11-28,1954,M17,P17,CC19,BU18,CA114,GL9
2015-11-28,9884,M6,P13,CC17,BU19,CA115,GL0
2015-11-28,1122,M4,P16,CC14,BU7,CA116,GL11
2015-11-28,2518,M15,P10,CC5,BU5,CA117,GL16
2015-11-28,2469,M0,P8,CC2,BU19,CA118,GL8
2015-11-28,354,M10,P15,CC17,BU3,CA119,GL13
2015-11-28,1588,M5,P13,CC5,BU6,CA120,GL18
2015-11-28,7166,M9,P6,CC0,BU13,CA121,GL3
2015-11-28,3431,M14,P16,CC4,BU13,CA122,GL10
2015-11-28,5816,M10,P0,CC6,BU2,CA123,GL12
2015-11-28,5199,M8,P1,CC2,BU10,CA124,GL12
2015-11-28,4196,M19,P9,CC17,BU0,CA125,GL8
2015-11-28,8540,M17,P3,CC18,BU9,CA126,GL0
2015-11-28,4124,M3,P4,CC8,BU3,CA127,GL11
2015-11-28,8442,M9,P9,CC19,BU1,CA128,GL12
2015-11-28,7283,M8,P17,CC13,BU2,CA129,GL1
2015-11-28,5556,M17,P17,CC16,BU10,CA130,GL6
2015-11-28,1266,M7,P5,CC5,BU5,CA131,GL18
2015-11-28,3639,M9,P1,CC16,BU14,CA132,GL0
2015-11-28,7440,M0,P5,CC17,BU10,CA133,GL12
2015-11-28,4540,M15,P14,CC2,BU11,CA134,GL18
2015-11-28,7598,M8,P9,CC1,BU9,CA135,GL3
2015-11-28,666,M16,P10,CC7,BU8,CA136,GL18
2015-11-28,4814,M19,P7,CC16,BU10,CA137,GL8
2015-11-28,2004,M18,P2,CC13,BU8,CA138,GL12
2015-11-28,7427,M6,P16,CC14,BU15,CA139,GL16
2015-11-28,3424,M1,P17,CC19,BU0,CA140,GL5
2015-11-28,7479,M17,P2,CC2,BU7,CA141,GL3
2015-11-28,1506,M7,P10,CC4,BU17,CA142,GL18
2015-11-28,5745,M18,P3,CC14,BU4,CA143,GL4
2015-11-28,8388,M7,P11,CC0,BU8,CA144,GL14
2015-11-28,1352,M4,P12,CC5,BU18,CA145,GL1
2015-11-28,3154,M13,P12,CC18,BU5,CA146,GL13
2015-11-28,2859,M12,P17,CC2,BU10,CA147,GL5
2015-11-28,3728,M7,P6,CC1,BU19,CA148,GL18
2015-11-28,9377,M14,P6,CC9,BU10,CA149,GL7
2015-11-28,504,M15,P17,CC4,BU19,CA150,GL16
2015-11-28,8199,M8,P15,CC3,BU9,CA151,GL8
2015-11-28,5421,M10,P16,CC4,BU1,CA152,GL12
2015-11-28,6047,M17,P9,CC3,BU5,CA153,GL12
2015-11-28,3664,M5,P5,CC5,BU13,CA154,GL19
2015-11-28,3818,M14,P13,CC3,BU15,CA155,GL7
2015-11-28,5309,M8,P12,CC16,BU3,CA156,GL3
2015-11-28,6168,M0,P5,CC18,BU8,CA157,GL13
2015-11-28,3511,M15,P15,CC7,BU1,CA158,GL3
2015-11-28,5409,M5,P2,CC11,BU18,CA159,GL0
2015-11-28,8765,M18,P10,CC8,BU9,CA160,GL12
2015-11-28,3188,M17,P6,CC10,BU13,CA161,GL8
2015-11-28,248,M0,P8,CC10,BU6,CA162,GL9
2015-11-28,2574,M16,P2,CC18,BU19,CA163,GL6
2015-11-28,7768,M19,P4,CC11,BU17,CA164,GL8
2015-11-28,6267,M0,P19,CC9,BU19,CA165,GL9
2015-11-28,4753,M16,P18,CC15,BU18,CA166,GL12
2015-11-28,6390,M11,P1,CC17,BU5,CA167,GL10
2015-11-28,6062,M9,P18,CC0,BU3,CA168,GL10
2015-11-28,4461,M16,P14,CC1,BU9,CA169,GL14
2015-11-28,1536,M3,P18,CC10,BU10,CA170,GL19
2015-11-28,3695,M12,P13,CC3,BU6,CA171,GL19
2015-11-28,8428,M7,P6,CC15,BU1,CA172,GL1
2015-11-28,4343,M0,P5,CC18,BU0,CA173,GL11
2015-11-28,7150,M10,P12,CC4,BU9,CA174,GL8
2015-11-28,3227,M10,P5,CC3,BU7,CA175,GL18
2015-11-28,7028,M16,P8,CC15,BU3,CA176,GL11
2015-11-28,1090,M10,P6,CC6,BU4,CA177,GL8
2015-11-28,5964,M5,P11,CC9,BU2,CA178,GL4
2015-11-28,3708,M4,P2,CC2,BU5,CA179,GL10
2015-11-28,5328,M12,P3,CC8,BU14,CA180,GL8
2015-11-28,9432,M8,P7,CC5,BU5,CA181,GL5
2015-11-28,8626,M16,P13,CC15,BU2,CA182,GL17
2015-11-28,9962,M17,P13,CC8,BU11,CA183,GL18
2015-11-28,8930,M17,P4,CC1,BU7,CA184,GL5
2015-11-28,2403,M1,P1,CC18,BU16,CA185,GL19
2015-11-28,28,M15,P4,CC8,BU7,CA186,GL0
2015-11-28,5238,M11,P14,CC16,BU1,CA187,GL13
2015-11-28,7201,M3,P1,CC4,BU10,CA188,GL6
2015-11-28,8637,M11,P12,CC3,BU4,CA189,GL19
2015-11-28,3176,M10,P13,CC10,BU13,CA190,GL5
2015-11-28,7943,M16,P6,CC13,BU0,CA191,GL7
2015-11-28,4057,M3,P1,CC15,BU14,CA192,GL6
2015-11-28,1394,M14,P3,CC18,BU18,CA193,GL2
2015-11-28,2965,M16,P7,CC11,BU3,CA194,GL5
2015-11-28,9780,M2,P14,CC17,BU9,CA195,GL9
2015-11-28,1053,M18,P7,CC14,BU16,CA196,GL0
2015-11-28,1988,M1,P14,CC10,BU18,CA197,GL7
2015-11-28,130,M7,P13,CC14,BU4,CA198,GL4
2015-11-28,5746,M7,P3,CC8,BU15,CA199,GL16
2015-11-28,2178,M13,P14,CC9,BU1,CA200,GL0
2015-11-28,4992,M11,P9,CC10,BU6,CA201,GL12
2015-11-28,8333,M13,P9,CC19,BU3,CA202,GL8
2015-11-28,3650,M10,P10,CC5,BU6,CA203,GL4
2015-11-28,8752,M19,P17,CC0,BU15,CA204,GL19
2015-11-28,1728,M5,P12,CC3,BU13,CA205,GL3
2015-11-28,1102,M6,P7,CC5,BU3,CA206,GL13
2015-11-28,2777,M0,P14,CC2,BU8,CA207,GL5
2015-11-28,5001,M11,P12,CC10,BU13,CA208,GL16
2015-11-28,1972,M6,P8,CC2,BU8,CA209,GL9
2015-11-28,6642,M8,P19,CC7,BU3,CA210,GL4
2015-11-28,4645,M3,P11,CC2,BU9,CA211,GL17
2015-11-28,9024,M2,P4,CC9,BU8,CA212,GL19
2015-11-28,901,M0,P7,CC7,BU7,CA213,GL0
2015-11-28,9264,M1,P12,CC4,BU18,CA214,GL16
2015-11-28,9344,M7,P8,CC5,BU19,CA215,GL7
2015-11-28,4095,M10,P4,CC5,BU15,CA216,GL3
2015-11-28,5749,M9,P1,CC19,BU16,CA217,GL18
2015-11-28,3398,M19,P17,CC8,BU0,CA218,GL5
2015-11-28,3873,M11,P8,CC18,BU11,CA219,GL2
2015-11-28,4286,M18,P11,CC13,BU2,CA220,GL4
2015-11-28,3227,M12,P7,CC9,BU2,CA221,GL4
2015-11-28,1569,M14,P14,CC8,BU7,CA222,GL1
2015-11-28,8345,M13,P12,CC11,BU19,CA223,GL13
2015-11-28,7215,M8,P16,CC9,BU18,CA224,GL15
2015-11-28,2869,M13,P18,CC0,BU0,CA225,GL5
2015-11-28,6558,M15,P0,CC2,BU19,CA226,GL16
2015-11-28,9325,M18,P14,CC14,BU8,CA227,GL13
2015-11-28,2364,M1,P12,CC0,BU15,CA228,GL5
2015-11-28,5536,M16,P17,CC10,BU7,CA229,GL18
2015-11-28,1120,M15,P10,CC8,BU10,CA230,GL14
2015-11-28,3083,M12,P10,CC15,BU8,CA231,GL15
2015-11-28,3804,M17,P11,CC12,BU13,CA232,GL5
2015-11-28,3384,M13,P4,CC13,BU2,CA233,GL14
2015-11-28,469,M18,P9,CC3,BU13,CA234,GL6
2015-11-28,9166,M11,P6,CC8,BU9,CA235,GL4
2015-11-28,5504,M17,P14,CC7,BU0,CA236,GL18
2015-11-28,2265,M14,P9,CC4,BU11,CA237,GL7
2015-11-28,2744,M19,P9,CC16,BU8,CA238,GL19
2015-11-28,4643,M14,P7,CC19,BU0,CA239,GL1
2015-11-28,1052,M4,P16,CC8,BU6,CA240,GL2
2015-11-28,7791,M6,P7,CC9,BU9,CA241,GL18
2015-11-28,5906,M18,P15,CC3,BU4,CA242,GL12
2015-11-28,5645,M1,P12,CC1,BU13,CA243,GL5
2015-11-28,5563,M14,P1,CC18,BU7,CA244,GL19
2015-11-28,5005,M18,P5,CC4,BU4,CA245,GL17
2015-11-28,1220,M0,P14,CC13,BU16,CA246,GL19
2015-11-28,1667,M15,P8,CC17,BU6,CA247,GL8
2015-11-28,5928,M6,P8,CC7,BU5,CA248,GL19
2015-11-28,2282,M10,P2,CC5,BU3,CA249,GL12
2015-11-28,8913,M17,P4,CC6,BU8,CA250,GL9
2015-11-28,5245,M7,P15,CC8,BU14,CA251,GL6
2015-11-28,2774,M0,P6,CC6,BU7,CA252,GL2
2015-11-28,4753,M3,P5,CC7,BU15,CA253,GL18
2015-11-28,7428,M5,P0,CC6,BU0,CA254,GL9
2015-11-28,7928,M19,P11,CC16,BU17,CA255,GL3
2015-11-28,1604,M1,P17,CC2,BU16,CA256,GL11
2015-11-28,3957,M3,P9,CC0,BU13,CA257,GL6
2015-11-28,9484,M10,P17,CC1,BU17,CA258,GL16
2015-11-28,1078,M0,P14,CC18,BU4,CA259,GL0
2015-11-28,841,M7,P7,CC6,BU6,CA260,GL13
2015-11-28,9762,M3,P11,CC2,BU15,CA261,GL19
2015-11-28,6799,M19,P19,CC3,BU10,CA262,GL17
2015-11-28,1054,M4,P2,CC14,BU2,CA263,GL5
2015-11-28,1520,M4,P10,CC6,BU15,CA264,GL2
2015-11-28,6581,M18,P10,CC11,BU14,CA265,GL5
2015-11-28,9130,M14,P4,CC19,BU4,CA266,GL13
2015-11-28,7650,M4,P11,CC11,BU16,CA267,GL9
2015-11-28,2046,M0,P3,CC14,BU12,CA268,GL16
2015-11-28,4062,M3,P2,CC4,BU9,CA269,GL13
2015-11-28,4940,M7,P13,CC17,BU8,CA270,GL12
2015-11-28,876,M15,P19,CC3,BU15,CA271,GL17
2015-11-28,3192,M9,P10,CC16,BU1,CA272,GL17
2015-11-28,8786,M11,P17,CC8,BU11,CA273,GL0
2015-11-28,5133,M7,P10,CC14,BU7,CA274,GL16
2015-11-28,3818,M1,P0,CC11,BU2,CA275,GL12
2015-11-28,1161,M1,P15,CC7,BU6,CA276,GL15
2015-11-28,9318,M1,P4,CC2,BU12,CA277,GL14
2015-11-28,6803,M13,P19,CC17,BU5,CA278,GL6
2015-11-28,3349,M12,P1,CC17,BU11,CA279,GL8
2015-11-28,9982,M9,P17,CC17,BU15,CA280,GL12
2015-11-28,1476,M6,P10,CC1,BU14,CA281,GL13
2015-11-28,9745,M18,P1,CC9,BU5,CA282,GL3
2015-11-28,3440,M7,P19,CC2,BU6,CA283,GL18
2015-11-28,3841,M18,P2,CC7,BU14,CA284,GL0
2015-11-28,1714,M5,P8,CC2,BU5,CA285,GL18
2015-11-28,5800,M19,P1,CC5,BU0,CA286,GL15
2015-11-28,7378,M2,P1,CC3,BU10,CA287,GL17
2015-11-28,561,M3,P13,CC4,BU1,CA288,GL16
2015-11-28,5813,M6,P3,CC12,BU18,CA289,GL12
2015-11-28,9843,M4,P15,CC10,BU0,CA290,GL3
2015-11-28,8882,M19,P10,CC14,BU15,CA291,GL17
2015-11-28,3949,M1,P17,CC14,BU6,CA292,GL8
2015-11-28,8912,M14,P19,CC10,BU1,CA293,GL10
2015-11-28,6585,M0,P12,CC4,BU18,CA294,GL11
2015-11-28,2852,M10,P1,CC19,BU19,CA295,GL13
2015-11-28,3792,M1,P5,CC3,BU15,CA296,GL12
2015-11-28,9932,M16,P13,CC17,BU17,CA297,GL1
2015-11-28,9037,M18,P10,CC14,BU17,CA298,GL14
2015-11-28,2341,M5,P16,CC0,BU18,CA299,GL13
2015-11-28,9820,M3,P9,CC5,BU10,CA300,GL13
2015-11-28,6686,M9,P5,CC1,BU8,CA301,GL1
2015-11-28,5551,M18,P13,CC7,BU6,CA302,GL1
2015-11-28,3323,M1,P14,CC12,BU13,CA303,GL11
2015-11-28,6996,M17,P10,CC18,BU10,CA304,GL9
2015-11-28,5843,M4,P2,CC3,BU14,CA305,GL4
2015-11-28,375,M14,P0,CC4,BU0,CA306,GL9
2015-11-28,325,M14,P15,CC5,BU19,CA307,GL16
2015-11-28,6645,M18,P6,CC12,BU19,CA308,GL15
2015-11-28,7730,M19,P2,CC7,BU14,CA309,GL18
2015-11-28,8017,M8,P3,CC3,BU9,CA310,GL2
2015-11-28,8355,M15,P16,CC2,BU14,CA311,GL12
2015-11-28,2459,M12,P2,CC9,BU15,CA312,GL5
2015-11-28,6191,M16,P16,CC4,BU13,CA313,GL3
2015-11-28,6572,M7,P14,CC12,BU2,CA314,GL14
2015-11-28,8631,M9,P15,CC6,BU13,CA315,GL10
2015-11-28,1230,M11,P18,CC1,BU11,CA316,GL8
2015-11-28,6842,M12,P5,CC19,BU18,CA317,GL13
2015-11-28,9261,M2,P16,CC13,BU15,CA318,GL1
2015-11-28,5377,M15,P5,CC9,BU1,CA319,GL5
2015-11-28,3067,M7,P11,CC7,BU0,CA320,GL13
2015-11-28,7375,M9,P17,CC9,BU18,CA321,GL11
2015-11-28,7774,M16,P13,CC8,BU18,CA322,GL15
2015-11-28,6631,M4,P1,CC14,BU5,CA323,GL18
2015-11-28,3362,M7,P18,CC10,BU1,CA324,GL9
2015-11-28,1139,M6,P1,CC19,BU9,CA325,GL19
2015-11-28,78,M12,P14,CC9,BU7,CA326,GL6
2015-11-28,6701,M11,P16,CC4,BU9,CA327,GL13
2015-11-28,3023,M9,P4,CC1,BU9,CA328,GL12
2015-11-28,5479,M13,P3,CC10,BU1,CA329,GL7
2015-11-28,9423,M11,P6,CC2,BU11,CA330,GL7
2015-11-28,268,M18,P0,CC0,BU3,CA331,GL14
2015-11-28,7753,M17,P7,CC9,BU13,CA332,GL9
2015-11-28,322,M7,P8,CC5,BU4,CA333,GL19
2015-11-28,8628,M9,P14,CC10,BU19,CA334,GL3
2015-11-28,4313,M3,P19,CC2,BU7,CA335,GL18
2015-11-28,5907,M5,P7,CC0,BU0,CA336,GL3
2015-11-28,7951,M8,P11,CC12,BU1,CA337,GL11
2015-11-28,4562,M8,P6,CC4,BU13,CA338,GL6
2015-11-28,1963,M16,P16,CC8,BU8,CA339,GL12
2015-11-28,6496,M2,P3,CC2,BU18,CA340,GL6
2015-11-28,6703,M16,P4,CC10,BU10,CA341,GL11
2015-11-28,7573,M15,P3,CC14,BU10,CA342,GL7
2015-11-28,1013,M11,P0,CC3,BU6,CA343,GL16
2015-11-28,4010,M17,P10,CC11,BU16,CA344,GL6
2015-11-28,277,M3,P1,CC2,BU8,CA345,GL5
2015-11-28,7604,M13,P6,CC12,BU2,CA346,GL4
2015-11-28,3776,M12,P9,CC10,BU8,CA347,GL12
2015-11-28,2139,M11,P3,CC19,BU12,CA348,GL4
2015-11-28,5518,M7,P6,CC13,BU18,CA349,GL18
2015-11-28,4304,M2,P5,CC8,BU16,CA350,GL15
2015-11-28,8931,M2,P9,CC0,BU16,CA351,GL7
2015-11-28,1157,M19,P7,CC9,BU7,CA352,GL1
2015-11-28,6790,M13,P18,CC9,BU9,CA353,GL8
2015-11-28,9739,M13,P11,CC7,BU17,CA354,GL4
2015-11-28,5987,M3,P19,CC12,BU1,CA355,GL4
2015-11-28,922,M2,P0,CC6,BU16,CA356,GL5
2015-11-28,4276,M9,P5,CC4,BU3,CA357,GL7
2015-11-28,872,M0,P4,CC17,BU10,CA358,GL17
2015-11-28,7124,M13,P8,CC5,BU2,CA359,GL18
2015-11-28,2103,M19,P4,CC12,BU19,CA360,GL17
2015-11-28,5449,M14,P2,CC6,BU8,CA361,GL15
2015-11-28,2071,M19,P19,CC3,BU18,CA362,GL13
2015-11-28,6379,M8,P13,CC5,BU19,CA363,GL11
2015-11-28,7783,M1,P3,CC16,BU17,CA364,GL9
2015-11-28,5032,M3,P17,CC12,BU3,CA365,GL1
2015-11-28,9380,M1,P13,CC7,BU11,CA366,GL1
2015-11-28,8891,M3,P9,CC6,BU18,CA367,GL9
2015-11-28,7425,M1,P14,CC0,BU17,CA368,GL4
2015-11-28,5013,M10,P14,CC5,BU10,CA369,GL11
2015-11-28,2672,M3,P1,CC12,BU1,CA370,GL17
2015-11-28,4232,M8,P15,CC3,BU12,CA371,GL5
2015-11-28,5796,M14,P0,CC1,BU10,CA372,GL17
2015-11-28,7409,M12,P9,CC17,BU9,CA373,GL9
2015-11-28,8823,M5,P3,CC4,BU17,CA374,GL9
2015-11-28,7392,M4,P4,CC3,BU15,CA375,GL12
2015-11-28,4444,M12,P6,CC17,BU19,CA376,GL17
2015-11-28,9313,M17,P0,CC9,BU0,CA377,GL4
2015-11-28,343,M19,P15,CC12,BU11,CA378,GL11
2015-11-28,6313,M0,P16,CC10,BU4,CA379,GL4
2015-11-28,9440,M1,P2,CC15,BU0,CA380,GL14
2015-11-28,6373,M2,P16,CC13,BU11,CA381,GL11
2015-11-28,5088,M17,P1,CC18,BU18,CA382,GL17
2015-11-28,474,M18,P15,CC9,BU1,CA383,GL11
2015-11-28,4100,M19,P9,CC0,BU9,CA384,GL5
2015-11-28,6026,M14,P9,CC19,BU6,CA385,GL18
2015-11-28,7148,M11,P3,CC19,BU13,CA386,GL2
2015-11-28,1720,M6,P1,CC11,BU4,CA387,GL19
2015-11-28,2704,M6,P18,CC15,BU7,CA388,GL4
2015-11-28,9759,M1,P0,CC9,BU10,CA389,GL11
2015-11-28,2903,M17,P10,CC12,BU0,CA390,GL12
2015-11-28,5939,M7,P8,CC6,BU6,CA391,GL15
2015-11-28,4321,M19,P1,CC17,BU10,CA392,GL17
2015-11-28,4404,M10,P11,CC12,BU1,CA393,GL5
2015-11-28,7007,M15,P9,CC5,BU9,CA394,GL18
2015-11-28,5584,M13,P17,CC19,BU1,CA395,GL6
2015-11-28,9946,M11,P9,CC4,BU5,CA396,GL1
2015-11-28,2041,M17,P11,CC12,BU1,CA397,GL15
2015-11-28,6618,M10,P2,CC15,BU7,CA398,GL2
2015-11-28,5232,M2,P16,CC16,BU0,CA399,GL2
2015-11-28,2939,M16,P13,CC8,BU8,CA400,GL19
2015-11-28,5661,M6,P8,CC14,BU8,CA401,GL14
2015-11-28,9368,M2,P6,CC3,BU7,CA402,GL16
2015-11-28,2724,M8,P10,CC13,BU6,CA403,GL1
2015-11-28,5886,M7,P5,CC5,BU11,CA404,GL2
2015-11-28,7337,M19,P14,CC18,BU9,CA405,GL3
2015-11-28,2003,M4,P19,CC8,BU14,CA406,GL2
2015-11-28,2462,M17,P18,CC7,BU1,CA407,GL7
2015-11-28,533,M7,P16,CC17,BU8,CA408,GL19
2015-11-28,4763,M10,P15,CC12,BU7,CA409,GL15
2015-11-28,8326,M7,P0,CC10,BU7,CA410,GL9
2015-11-28,9297,M0,P3,CC18,BU4,CA411,GL11
2015-11-28,9436,M0,P7,CC17,BU18,CA412,GL11
2015-11-28,736,M19,P12,CC1,BU8,CA413,GL6
2015-11-28,9194,M13,P3,CC11,BU9,CA414,GL8
2015-11-28,501,M18,P9,CC3,BU14,CA415,GL11
2015-11-28,9892,M15,P8,CC0,BU16,CA416,GL3
2015-11-28,4748,M0,P19,CC19,BU1,CA417,GL13
2015-11-28,4782,M7,P4,CC13,BU15,CA418,GL9
2015-11-28,6449,M8,P18,CC18,BU15,CA419,GL15
2015-11-28,2405,M1,P2,CC5,BU0,CA420,GL1
2015-11-28,9677,M18,P4,CC4,BU13,CA421,GL16
2015-11-28,1092,M16,P8,CC7,BU12,CA422,GL18
2015-11-28,2207,M8,P12,CC12,BU15,CA423,GL5
2015-11-28,1956,M14,P16,CC1,BU2,CA424,GL11
2015-11-28,3341,M13,P12,CC15,BU1,CA425,GL5
2015-11-28,1985,M14,P1,CC17,BU2,CA426,GL13
2015-11-28,2668,M4,P19,CC2,BU4,CA427,GL10
2015-11-28,7606,M0,P2,CC8,BU11,CA428,GL8
2015-11-28,6083,M19,P12,CC17,BU1,CA429,GL17
2015-11-28,4506,M18,P1,CC17,BU4,CA430,GL3
2015-11-28,8698,M15,P1,CC13,BU3,CA431,GL7
2015-11-28,8757,M4,P6,CC16,BU16,CA432,GL3
2015-11-28,3760,M14,P9,CC16,BU15,CA433,GL7
2015-11-28,9049,M8,P0,CC5,BU2,CA434,GL7
